DEVICE NAME,DESCRIPTION,DIRECTORY NUMBER 1,DIRECTORY NUMBER 2,DIRECTORY NUMBER ,DIRECTORY NUMBER ,DIRECTORY NUMBER 5,DIRECTORY NUMBER ,DIRECTORY NUMBER ,DIRECTORY NUMBER ,DIRECTORY NUMBER 9,DIRECTORY NUMBER ,DIRECTORY NUMBER ,DIRECTORY NUMBER 2,DIRECTORY NUMBER ,DIRECTORY NUMBER ,DIRECTORY NUMBER 5,DIRECTORY NUMBER ,DIRECTORY NUMBER ,DIRECTORY NUMBER ,DIRECTORY NUMBER 9,DIRECTORY NUMBER 2,DIRECTORY NUMBER 2,DIRECTORY NUMBER 22,DIRECTORY NUMBER 2,DIRECTORY NUMBER 2,DIRECTORY NUMBER 25,DIRECTORY NUMBER 2,DIRECTORY NUMBER 2,DIRECTORY NUMBER 2,DIRECTORY NUMBER 29,DIRECTORY NUMBER ,DIRECTORY NUMBER ,DIRECTORY NUMBER 2,DIRECTORY NUMBER ,DIRECTORY NUMBER ,DIRECTORY NUMBER 5,DIRECTORY NUMBER ,DIRECTORY NUMBER ,DIRECTORY NUMBER ,DIRECTORY NUMBER 9,DIRECTORY NUMBER ,DIRECTORY NUMBER ,DIRECTORY NUMBER 2,DIRECTORY NUMBER ,DIRECTORY NUMBER ,DIRECTORY NUMBER 5,DIRECTORY NUMBER ,DIRECTORY NUMBER ,DIRECTORY NUMBER ,DIRECTORY NUMBER 9,DIRECTORY NUMBER 5
SEPCggC,|EDNNJ|52|9|BAS|59|Alan Osborne|INM99BSZ|FOP||NON|NON,552138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPECEABBFD,|EDNNJ|52|92|BAS|5|  Receiving|FCH259EK|NTX||NON|NON,552139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPDCBBggBBEAF,|EDNNJ|52|92|BAS|5|Evelyn Perez|FCH29Y|NTX||NON|NON,552140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPCDaaEDggB,|EDNNJ|52|92|BAS|5|Joseph Wolski|FCHBQ|NTX||NON|NON,552141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPCCBBD,|EDNNJ|52|92|BAS|5|Service Shop|FCH2MWW|NTX|NON|NON|NON,552142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPECEABBggD,|EDNNJ|52|92|BAS|5|Trade Show Area|FCH29AXY|NTX|NON|NON|NON,552143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPCCgg,|EDNNJ|52|92|BAS||Adalberto rella|FCH2HS|NTX||NON|NON,552144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPDCBBDA,|EDNNJ|52|92|BAS||Jason C Amenda|FCH229FT|NTX||NON|NON,552145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPCCDBBgggg,|EDNNJ|52|92|BAS|95|Warehouse Scan|FCH29V5|NTX|NON|NON|NON,552146,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPCDaaEBBggBB,|EDNNJ|52|92|BAS|22|Alberto Morales|FCHAL2P|NTX||NON|NON,552147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPCCAE,|EDNNJ|52|92|BAS|XXXX|UNASSIGNED|FCH2NG|NTX||NON|NON,552148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPCDaaECFC,|EDNNJ|52|92|BAS|XXXX|UNASSIGNED|FCHBL2|NTX||NON|NON,552149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPCDaaFBBF,|EDNNJ|52|92|ENH|5|Evandro M Dasilva|FCHEYG|NTX||NON|NON,552150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPECEABBAC,|EDNNJ|52|92|NON|XXXX|UNASSIGNED|FCH25SSJ|NTX|NON|NON|NON,552151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPECEABBggggB,|EDNNJ|52|92|NON|XXXX|UNASSIGNED|FCH2D|NTX|NON|NON|NON,552152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPCCBBgggg,|EDNNJ|52|92|STD|5|Shaun Gardner|FCH2JSB|NTX||NON|NON,552153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPECEABBggB,|EDNNJ|52|92|STD|5|Shaun Gardner|FCH259FMV|NTX||NON|NON,552154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPCCggF,|EDNNJ|52|92|STD|2|Ramon Ramos|FCH2ET|NTX||NON|,552155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIPCggaagg,|EDNNJ|52|IP C|BAS|5|Nelson Gomez|CIPC|NTX||NON|NON,552156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIPCgg,|EDNNJ|5|CIPC|BAS||Tyisha Wilson|UNKNOWN|FOP||REC|,552157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPCDaaFF,|EDNNJ|5EID|92|BAS|9|Tim Dilger|FCHDH9|NTX|NON|NON|NON,552158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPCDaaEBBB,|EDNNJ|5EID|92|BAS|2|Josie Mangual|FCHAPT|NTX||NON|,552159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPCDaaECA,|EDNNJ|5EID|92|BAS|22|George LaPierre|FCHAJDQ|NTX||NON|NON,552160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPCBBCADDBBC,|EDNNJ|5EID|92|BAS||Chris Maxwell|FCH59NBH|NTX||NON|NON,552161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPCDaaFggBBBBE,|EDNNJ|5EID|92|BAS|9|Robert Metelski|FCHJEJ|NTX||NON|NON,552162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPCDaaEBBF,|EDNNJ|5EID|92|BAS|2|Atsushi Tashiro|FCHAP2|NTX||NON|NON,552163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPCDaaEBBaaF,|EDNNJ|5EID|92|BAS|2|Rich Vargas|FCHAN|NTX||NON|NON,552164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPCDaaEBBB,|EDNNJ|5EID|92|BAS|29|Dan Scarola|FCHAPA|NTX||NON|NON,552165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPCDaaEDDaaaa,|EDNNJ|5EID|92|BAS|25|Gregg Peterson|FCHBPN|NTX||NON|NON,552166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPCBBCADFA,|EDNNJ|5EID|92|BAS|29|Jennifer Hansen|FCH59NRK|NTX||NON|NON,552167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPCDaaECC,|EDNNJ|5EID|92|BAS||Ezio Schiantarelli|FCHAKHG|NTX||NON|NON,552168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPDCBBggCaaaa,|EDNNJ|5EID|92|STD|2|Mariann Krakosky|FCH2HBR|NTX||NON|,552169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPDCBBggBF,|EDNNJ|5EID|92|STD|2|Patricia Cramp|FCH2GHW|NTX||NON|,552170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPDCBBggBBDaa,|EDNNJ|5EID|92|STD|2|Mariuxi Andrade|FCH2XA|NTX||NON|,552171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPEDCaaFA,|EDNNJ|5ID|2|ENH|5|Ihor Zajac|WZP2KVK|NTX||NON|,552172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPEDEgg,|EDNNJ|5ID|2|ENH|55|Lenny Freeman|WZP2QO|FOP||NON|,552173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPEDC,|EDNNJ|5ID|2|NON|XXXX|UNASSIGNED|WZP2LI|NTX|NON|NON|NON,552174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPCggFC,|EDNNJ|5ID|9|BAS|22|Chandra Muthuswamy|INM99Q|FOP||NON|NON,552175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPCggFaaBBE,|EDNNJ|5ID|9|BAS||CGS 2nd Floor Conf. Rm.|INM99NJ|FOP|NON|NON|NON,552176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPaaggEC,|EDNNJ|5ID|9|NON|XXXX|UNASSIGNED|INM2MS|FOP|NON|NON|NON,552177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BB/1/aaggBB,|EDNNJ|5ID|9|NON|XXXX|UNASSIGNED|INM22G|FOP|NON|NON|NON,552178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPCDaaEaaA,|EDNNJ|5ID|92|BAS|+229|Joseph Cooper|FCHF9L|NTX||NON|,552179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPCDaaEBBaaBB,|EDNNJ|5ID|92|BAS||Bhumi Nayee|FCHAN5|NTX||NON|NON,552180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPCDaaEggD,|EDNNJ|5ID|92|BAS||Don Croke|FCHAJZ|NTX||NON|NON,552181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPBBCggDBBBggC,|EDNNJ|5ID|92|BAS|2|Area522 |FCH9JD|NTX|NON|NON|NON,552182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPDCBBggCB,|EDNNJ|5ID|92|BAS||DEMO RM B|FCH2HNC|NTX|NON|NON|NON,552183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPDCBBggCB,|EDNNJ|5ID|92|BAS||UNASSIGNED|FCH2HJL|NTX|NON|NON|NON,552184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPDCBBggCF,|EDNNJ|5ID|92|BAS|9|Daniel Rose|FCH2HZS|NTX||NON|NON,552185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPDCBBgggg,|EDNNJ|5ID|92|BAS||CGS TEMP |FCH2ARH|NTX|NON|NON|NON,552186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPCaaaaF,|EDNNJ|5ID|92|BAS|5|Mercedes Corniel|FCH99XQG|NTX|NON|NON|NON,552187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPDCBBggggDgg,|EDNNJ|5ID|92|BAS||Stan Fernandes|FCH29ZCY|NTX||NON|NON,552188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPCaaaaFaaA,|EDNNJ|5ID|92|BAS|5|Pete Dertouzos|FCH99YU|NTX|NON|NON|NON,552189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPCDaaFggBB,|EDNNJ|5ID|92|BAS|5|Lou Guzman|FCHECR|NTX||NON|NON,552190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPCDaaEBBBBBB,|EDNNJ|5ID|92|BAS|59|Bach Lequang|FCHAP|NTX||NON|NON,552191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPCDaaFggBBBB,|EDNNJ|5ID|92|BAS||Frank Piehler|FCHJDF|NTX||NON|NON,552192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPCDaaFA,|EDNNJ|5ID|92|BAS||Mike Meade|FCHF2|NTX||NON|NON,552193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPCDaaEDF,|EDNNJ|5ID|92|BAS|9|Ronald Ackerman|FCHB2NH|NTX||NON|NON,552194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPCDaaFaa,|EDNNJ|5ID|92|BAS||Gianna DePasquale|FCHES|NTX||NON|NON,552195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPCDaaECDBBgg,|EDNNJ|5ID|92|BAS||Toni Bennerman|FCHBK|NTX|NON|NON|NON,552196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPCDaaEFCA,|EDNNJ|5ID|92|BAS||Eduardo ZuritaLoaiza|FCHAMH|NTX||NON|NON,552197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPDCBBggBBD,|EDNNJ|5ID|92|BAS|9|CLASSRM |FCH2ZK|NTX|NON|NON|NON,552198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPDCBBggBBEA,|EDNNJ|5ID|92|BAS|92|CLASSRM |FCH29Q|NTX|NON|NON|NON,552199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPDCBBggBBDgg,|EDNNJ|5ID|92|BAS|9|Andrea Cicoria|FCH2WW|NTX||NON|NON,552200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPCDaaFggaa,|EDNNJ|5ID|92|BAS|9|Mark Watrous|FCHGCY|NTX||NON|NON,552201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPBBCggDBggAAD,|EDNNJ|5ID|92|BAS|99|Kevin Mosley|FCHDF|NTX|NON|REC|NON,552202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPCDaaEBBBF,|EDNNJ|5ID|92|BAS||Marianne Salimbene|FCHAQ|NTX||NON|,552203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPggCAAggDggD,|EDNNJ|5ID|92|BAS|22|Diane Klein|FCHCPS|NTX|NON|NON|NON,552204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPCDaaECCEBB,|EDNNJ|5ID|92|BAS|29|Cory Ditringo|FCHBH|NTX||NON|,552205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPCDaaFA,|EDNNJ|5ID|92|BAS||Brandon Remler|FCHEZC|NTX||NON|NON,552206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPDCBBggBBEA,|EDNNJ|5ID|92|BAS||PHOTO STUDIO|FCH29L|NTX|NON|NON|NON,552207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPBBCggDBggAB,|EDNNJ|5ID|92|BAS|52|Juana Neves|FCHDH|NTX||NON|NON,552208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPDCBBggC,|EDNNJ|5ID|92|BAS|5|CGS TEMP 2|FCH2JFY|NTX|NON|NON|NON,552209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPDCBBggBBFA,|EDNNJ|5ID|92|BAS|2|Daniel Decarlo|FCH29G|NTX||NON|NON,552210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPCDaaFC,|EDNNJ|5ID|92|BAS||CGS TEMP |FCHFFB|NTX|NON|NON|NON,552211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPggABBaaaaBA,|EDNNJ|5ID|92|BAS||Humberto Benitez|FCHA2S|NTX||NON|NON,552212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPCDaaFCB,|EDNNJ|5ID|92|BAS||Jerry Diglio|FCHFFK|NTX||NON|NON,552213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPCDaaFBBF,|EDNNJ|5ID|92|BAS|9|Mike Lutz|FCHES|NTX||NON|NON,552214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPCDaaEBBA,|EDNNJ|5ID|92|BAS|99|Wendy Reese|FCHAPE|NTX||NON|NON,552215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPCDaaEDD,|EDNNJ|5ID|92|BAS|22|Robin Marshall|FCHBWF|NTX||NON|,552216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPCDaaE,|EDNNJ|5ID|92|BAS|22|CONF RM |FCHAJPE|NTX|NON|NON|NON,552217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPCDaaEDBE,|EDNNJ|5ID|92|BAS|22|CONF RM 259|FCHB9J|NTX|NON|NON|NON,552218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPggCAAggF,|EDNNJ|5ID|92|BAS||Hotel 29|FCH2Q|NTX|NON|NON|NON,552219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPCBBCABBC,|EDNNJ|5ID|92|BAS||Diego Chiriboga|FCHAG2X|NTX||NON|NON,552220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPCBBCABBAaa,|EDNNJ|5ID|92|BAS||Maria Tong|FCHAGXC|NTX||NON|NON,552221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPCDaaF,|EDNNJ|5ID|92|BAS|2|Annette Brunert|FCHED|NTX|NON|NON|NON,552222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPCDaaEBBggBBB,|EDNNJ|5ID|92|BAS|2|PICKUP CAMERA PTS|FCHANTX|NTX|NON|NON|NON,552223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPggABBaaaaggaaBD,|EDNNJ|5ID|92|BAS|25|NJ EDI Camera Pro Rental|FCH9TQ|NTX||REC|,552224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPFFCaaAaa,|EDNNJ|5ID|92|BAS|255|FTSD Customer Care|FCH9YCX|NTX|NON|NON|NON,552225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPCDaaEaaBBB,|EDNNJ|5ID|92|BAS|259|CGS TEMP |FCHAJLR|NTX|NON|NON|NON,552226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPCDaaEBBBB,|EDNNJ|5ID|92|BAS|22|Kathy Pecorella|FCHANJH|NTX||NON|NON,552227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPCDaaFCBB,|EDNNJ|5ID|92|BAS|2|Zonia Acosta|FCHVLB|NTX||NON|NON,552228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPggCAAggDBBB,|EDNNJ|5ID|92|BAS|2|Antoine Charles|FCHC|NTX||NON|NON,552229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPCDaaEE,|EDNNJ|5ID|92|BAS|29|Juan Fernandez|FCHAKRP|NTX||NON|NON,552230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPCBBCAEBB,|EDNNJ|5ID|92|BAS|2|Mike Fichera|FCH59NZ2|NTX|NON|NON|NON,552231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPCDaaFAaa,|EDNNJ|5ID|92|BAS||Tom Walsh|FCHF22|NTX|NON|REC|,552232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPDCBBggCAE,|EDNNJ|5ID|92|BAS|22|Ron Santos|FCH2HPD|NTX|NON|NON|NON,552233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPDCBBggBBFCB,|EDNNJ|5ID|92|BAS|2|CONF RM 2|FCH29HA|NTX|NON|NON|NON,552234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPCDaaEDgg,|EDNNJ|5ID|92|BAS||CONF RM 22|FCHBC|NTX|NON|NON|NON,552235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPCDaaEFCB,|EDNNJ|5ID|92|BAS|5|CAMERA RPR SHOWRM|FCHAMH9|NTX|NON|NON|NON,552236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPggCAAggCE,|EDNNJ|5ID|92|BAS||Rachel Monteith|FCHZ|NTX||NON|NON,552237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPCDaaFAE,|EDNNJ|5ID|92|BAS|5|Mike Tolbert|FCHF2E|NTX|NON|NON|NON,552238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPCDaaFCA,|EDNNJ|5ID|92|BAS||Evan Bilinski|FCHFHE|NTX|NON|NON|,552239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPDCBBggAaaE,|EDNNJ|5ID|92|BAS||Roberto Flores|FCH29L|NTX||NON|NON,552240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPCDaaEA,|EDNNJ|5ID|92|BAS|2|UNASSIGNED|FCHAKKS|NTX|NON|NON|NON,552241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPCDaaEaa,|EDNNJ|5ID|92|BAS|2|Michael Canizares|FCHAJJL|NTX|NON|NON|NON,552242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPCDaaFBBA,|EDNNJ|5ID|92|BAS|5|Christopher Torres|FCHDJJ|NTX||NON|NON,552243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPCBBCAEA,|EDNNJ|5ID|92|BAS||Joe Cefola|FCH59NYM|NTX|NON|NON|NON,552244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPCDaaEBB,|EDNNJ|5ID|92|BAS|XXXX|UNASSIGNED|FCHAMLG|NTX||NON|,552245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPCDaaFAB,|EDNNJ|5ID|92|BAS|XXXX|UNASSIGNED|FCHVAA|NTX||NON|NON,552246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPCDaaFggBB,|EDNNJ|5ID|92|CAP||Front Desk |FCHJA|NTX|NON|NON|NON,552247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPCDaaEDggB,|EDNNJ|5ID|92|CAP||COMPUTER RM|FCHBH|NTX|NON|NON|NON,552248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPCDaaEBBgg,|EDNNJ|5ID|92|ENH|5|Ihor Zajac|FCHANRA|NTX||NON|,552249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPCDaaEBBggDB,|EDNNJ|5ID|92|ENH|5|Ihor Zajac|UNKNOWN|NTX||NON|,552250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPCDaaECDB,|EDNNJ|5ID|92|ENH|55|Lenny Freeman|FCHB9F|NTX||NON|,552251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPCBBCADBA,|EDNNJ|5ID|92|ENH|5|Sandra Llantin|FCH59MTK|NTX||NON|NON,552252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPCDaaFBBB,|EDNNJ|5ID|92|NON|XXXX|UNASSIGNED|FCHEV9|NTX|NON|NON|NON,552253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPCDaaEBBaaA,|EDNNJ|5ID|92|NON|XXXX|UNASSIGNED|UNKNOWN|NTX|NON|NON|NON,552254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPBBCggDBAggA,|EDNNJ|5ID|92|NON|XXXX|(Bad Screen)|FCH9MQT|NTX|NON|NON|NON,552255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPCECCC,|EDNNJ|5ID|92|NON|XXXX|UNASSIGNED|FCH29ZB|NTX|NON|NON|NON,552256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPDCBBgg,|EDNNJ|5ID|92|NON|XXXX|UNASSIGNED|FCH29XH|NTX|NON|NON|NON,552257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
